question	i
10	11395
10	11396
10	11397
10	11398
8	11399
4	11400
10	11401
4	11402
10	11403
10	11404
8	11405
10	11406
14	11407
8	11408
6	11409
10	11410
8	11411
10	11412
10	11413
10	11414
10	11415
10	11416
10	11417
10	11418
10	11419
10	11420
8	11421
10	11422
2	11423
8	11424
10	11425
6	11426
4	11427
8	11428
8	11429
10	11430
10	11431
10	11432
10	11433
10	11434
10	11435
6	11436
10	11437
20	11438
8	11439
10	11440
8	11441
8	11442
6	11443
10	11444
8	11445
8	11446
8	11447
10	11448
10	11449
10	11450
6	11451
10	11452
6	11453
6	11454
10	11455
10	11456
6	11457
10	11458
16	11459
10	11460
10	11461
6	11462
10	11463
10	11464
4	11465
16	11466
8	11467
8	11468
8	11469
6	11470
10	11471
10	11472
10	11473
10	11474
10	11475
10	11476
8	11477
14	11478
10	11479
10	11480
10	11481
10	11482
10	11483
10	11484
8	11485
10	11486
10	11487
10	11488
10	11489
6	11490
8	11491
8	11492
10	11493
8	11494
8	11495
10	11496
8	11497
8	11498
8	11499
10	11500
6	11501
10	11502
6	11503
6	11504
10	11505
10	11506
10	11507
8	11508
8	11509
8	11510
8	11511
10	11512
6	11513
10	11514
8	11515
10	11516
10	11517
10	11518
4	11519
8	11520
4	11521
10	11522
6	11523
6	11524
6	11525
10	11526
10	11527
16	11528
10	11529
10	11530
10	11531
10	11532
10	11533
10	11534
10	11535
10	11536
10	11537
10	11538
10	11539
10	11540
10	11541
10	11542
10	11543
10	11544
10	11545
10	11546
10	11547
8	11548
10	11549
10	11550
10	11551
8	11552
8	11553
10	11554
8	11555
14	11556
8	11557
8	11558
8	11559
10	11560
18	11561
14	11562
10	11563
10	11564
8	11565
8	11566
6	11567
18	11568
8	11569
10	11570
10	11571
10	11572
6	11573
10	11574
2	11575
6	11576
2	11577
8	11578
6	11579
2	11580
10	11581
10	11582
10	11583
10	11584
20	11585
10	11586
10	11587
10	11588
8	11589
10	11590
8	11591
10	11592
10	11593
8	11594
10	11595
10	11596
10	11597
8	11598
8	11599
10	11600
10	11601
6	11602
8	11603
8	11604
10	11605
8	11606
10	11607
10	11608
8	11609
20	11610
8	11611
10	11612
10	11613
6	11614
6	11615
6	11616
6	11617
18	11618
10	11619
10	11620
20	11621
8	11622
8	11623
6	11624
8	11625
8	11626
10	11627
10	11628
10	11629
8	11630
10	11631
6	11632
10	11633
10	11634
10	11635
8	11636
6	11637
10	11638
6	11639
8	11640
20	11641
6	11642
8	11643
8	11644
10	11645
6	11646
6	11647
6	11648
10	11649
10	11650
10	11651
10	11652
12	11653
18	11654
8	11655
10	11656
6	11657
8	11658
10	11659
10	11660
10	11661
10	11662
16	11663
10	11664
10	11665
8	11666
6	11667
6	11668
6	11669
8	11670
10	11671
10	11672
10	11673
6	11674
10	11675
4	11676
8	11677
10	11678
10	11679
8	11680
8	11681
10	11682
8	11683
10	11684
8	11685
6	11686
10	11687
2	11688
8	11689
8	11690
8	11691
8	11692
10	11693
8	11694
8	11695
10	11696
10	11697
10	11698
8	11699
6	11700
2	11701
10	11702
10	11703
10	11704
8	11705
10	11706
10	11707
10	11708
6	11709
10	11710
10	11711
10	11712
10	11713
10	11714
10	11715
28	11716
10	11717
20	11718
18	11719
10	11720
10	11721
10	11722
10	11723
10	11724
10	11725
10	11726
10	11727
6	11728
10	11729
6	11730
10	11731
10	11732
10	11733
10	11734
10	11735
10	11736
10	11737
6	11738
10	11739
10	11740
10	11741
10	11742
10	11743
10	11744
10	11745
10	11746
10	11747
10	11748
10	11749
10	11750
10	11751
10	11752
10	11753
10	11754
10	11755
10	11756
10	11757
10	11758
10	11759
10	11760
10	11761
10	11762
8	11763
10	11764
10	11765
6	11766
10	11767
10	11768
8	11769
12	11770
14	11771
12	11772
12	11773
8	11774
20	11775
8	11776
10	11777
10	11778
10	11779
6	11780
10	11781
8	11782
10	11783
30	11784
10	11785
10	11786
6	11787
10	11788
10	11789
10	11790
8	11791
8	11792
10	11793
6	11794
8	11795
10	11796
6	11797
10	11798
6	11799
8	11800
10	11801
10	11802
10	11803
2	11804
10	11805
8	11806
18	11807
10	11808
10	11809
6	11810
6	11811
8	11812
10	11813
10	11814
4	11815
8	11816
6	11817
10	11818
10	11819
10	11820
10	11821
8	11822
6	11823
4	11824
10	11825
10	11826
10	11827
10	11828
10	11829
10	11830
10	11831
10	11832
10	11833
10	11834
10	11835
10	11836
10	11837
10	11838
8	11839
8	11840
10	11841
20	11842
10	11843
10	11844
20	11845
10	11846
10	11847
8	11848
10	11849
10	11850
10	11851
10	11852
10	11853
10	11854
10	11855
8	11856
8	11857
6	11858
10	11859
10	11860
10	11861
10	11862
4	11863
10	11864
18	11865
6	11866
8	11867
8	11868
6	11869
10	11870
8	11871
10	11872
6	11873
4	11874
4	11875
4	11876
10	11877
6	11878
2	11879
8	11880
2	11881
2	11882
6	11883
4	11884
4	11885
2	11886
6	11887
4	11888
2	11889
8	11890
8	11891
2	11892
4	11893
10	11894
6	11895
8	11896
4	11897
4	11898
6	11899
6	11900
6	11901
4	11902
6	11903
2	11904
8	11905
4	11906
6	11907
2	11908
8	11909
10	11910
8	11911
8	11912
6	11913
10	11914
10	11915
10	11916
30	11917
6	11918
6	11919
4	11920
10	11921
10	11922
10	11923
10	11924
6	11925
14	11926
10	11927
14	11928
6	11929
10	11930
18	11931
14	11932
14	11933
8	11934
16	11935
10	11936
18	11937
12	11938
4	11939
10	11940
10	11941
10	11942
10	11943
10	11944
10	11945
10	11946
10	11947
10	11948
10	11949
10	11950
10	11951
10	11952
10	11953
10	11954
10	11955
10	11956
10	11957
10	11958
6	11959
6	11960
10	11961
6	11962
6	11963
10	11964
10	11965
10	11966
4	11967
4	11968
10	11969
10	11970
10	11971
10	11972
10	11973
10	11974
8	11975
6	11976
10	11977
6	11978
8	11979
10	11980
8	11981
14	11982
10	11983
16	11984
6	11985
8	11986
10	11987
10	11988
10	11989
10	11990
4	11991
10	11992
16	11993
6	11994
10	11995
10	11996
10	11997
20	11998
10	11999
10	12000
10	12001
6	12002
8	12003
6	12004
10	12005
10	12006
8	12007
8	12008
6	12009
10	12010
10	12011
8	12012
10	12013
8	12014
20	12015
10	12016
6	12017
8	12018
10	12019
14	12020
8	12021
6	12022
6	12023
10	12024
2	12025
14	12026
6	12027
10	12028
8	12029
6	12030
10	12031
10	12032
8	12033
10	12034
10	12035
6	12036
16	12037
10	12038
4	12039
10	12040
10	12041
6	12042
10	12043
6	12044
10	12045
4	12046
10	12047
10	12048
8	12049
10	12050
10	12051
10	12052
10	12053
10	12054
20	12055
6	12056
8	12057
6	12058
18	12059
10	12060
10	12061
10	12062
10	12063
10	12064
18	12065
10	12066
8	12067
4	12068
6	12069
10	12070
10	12071
8	12072
10	12073
10	12074
10	12075
6	12076
20	12077
10	12078
6	12079
10	12080
8	12081
8	12082
8	12083
10	12084
6	12085
8	12086
8	12087
8	12088
10	12089
6	12090
6	12091
16	12092
8	12093
10	12094
10	12095
10	12096
10	12097
10	12098
8	12099
10	12100
10	12101
10	12102
8	12103
10	12104
10	12105
8	12106
10	12107
10	12108
10	12109
6	12110
10	12111
10	12112
6	12113
10	12114
8	12115
6	12116
10	12117
10	12118
8	12119
10	12120
10	12121
8	12122
10	12123
10	12124
10	12125
6	12126
8	12127
20	12128
10	12129
12	12130
8	12131
10	12132
10	12133
14	12134
6	12135
10	12136
8	12137
6	12138
8	12139
10	12140
8	12141
8	12142
8	12143
10	12144
6	12145
10	12146
10	12147
8	12148
14	12149
20	12150
8	12151
10	12152
10	12153
10	12154
10	12155
16	12156
6	12157
10	12158
6	12159
8	12160
4	12161
10	12162
10	12163
10	12164
10	12165
8	12166
10	12167
8	12168
6	12169
10	12170
10	12171
8	12172
10	12173
6	12174
8	12175
8	12176
8	12177
8	12178
10	12179
8	12180
10	12181
8	12182
10	12183
10	12184
10	12185
2	12186
4	12187
10	12188
8	12189
8	12190
10	12191
8	12192
10	12193
8	12194
10	12195
10	12196
8	12197
10	12198
10	12199
10	12200
8	12201
8	12202
10	12203
10	12204
10	12205
6	12206
10	12207
8	12208
10	12209
8	12210
10	12211
10	12212
10	12213
8	12214
10	12215
6	12216
10	12217
8	12218
4	12219
6	12220
20	12221
8	12222
6	12223
14	12224
10	12225
10	12226
8	12227
10	12228
10	12229
8	12230
10	12231
4	12232
10	12233
8	12234
10	12235
10	12236
10	12237
10	12238
8	12239
10	12240
20	12241
10	12242
10	12243
10	12244
8	12245
8	12246
8	12247
10	12248
10	12249
10	12250
8	12251
6	12252
10	12253
10	12254
10	12255
6	12256
10	12257
10	12258
10	12259
10	12260
10	12261
8	12262
8	12263
6	12264
10	12265
10	12266
6	12267
8	12268
10	12269
8	12270
4	12271
6	12272
10	12273
8	12274
10	12275
8	12276
6	12277
8	12278
20	12279
10	12280
10	12281
10	12282
10	12283
8	12284
10	12285
10	12286
4	12287
10	12288
6	12289
6	12290
6	12291
6	12292
6	12293
14	12294
14	12295
12	12296
8	12297
6	12298
10	12299
4	12300
10	12301
16	12302
10	12303
6	12304
8	12305
6	12306
10	12307
8	12308
10	12309
10	12310
10	12311
10	12312
8	12313
10	12314
10	12315
2	12316
10	12317
6	12318
10	12319
10	12320
10	12321
8	12322
8	12323
10	12324
10	12325
6	12326
10	12327
6	12328
8	12329
8	12330
12	12331
10	12332
14	12333
8	12334
10	12335
10	12336
10	12337
10	12338
10	12339
6	12340
8	12341
6	12342
10	12343
6	12344
6	12345
10	12346
6	12347
2	12348
8	12349
10	12350
10	12351
10	12352
6	12353
8	12354
6	12355
4	12356
4	12357
2	12358
8	12359
8	12360
2	12361
6	12362
10	12363
10	12364
8	12365
10	12366
6	12367
2	12368
10	12369
10	12370
8	12371
6	12372
10	12373
10	12374
8	12375
8	12376
10	12377
6	12378
12	12379
6	12380
10	12381
6	12382
10	12383
6	12384
10	12385
10	12386
16	12387
10	12388
10	12389
10	12390
10	12391
10	12392
10	12393
6	12394
8	12395
6	12396
4	12397
6	12398
10	12399
10	12400
6	12401
6	12402
10	12403
10	12404
10	12405
4	12406
12	12407
10	12408
4	12409
6	12410
10	12411
4	12412
10	12413
10	12414
8	12415
6	12416
10	12417
4	12418
16	12419
8	12420
10	12421
10	12422
6	12423
10	12424
10	12425
8	12426
6	12427
16	12428
10	12429
6	12430
10	12431
10	12432
8	12433
10	12434
10	12435
8	12436
6	12437
8	12438
6	12439
10	12440
6	12441
4	12442
10	12443
10	12444
10	12445
8	12446
6	12447
8	12448
6	12449
6	12450
10	12451
10	12452
10	12453
6	12454
10	12455
4	12456
8	12457
10	12458
8	12459
8	12460
8	12461
8	12462
8	12463
10	12464
10	12465
6	12466
10	12467
6	12468
6	12469
10	12470
10	12471
6	12472
10	12473
4	12474
8	12475
6	12476
6	12477
8	12478
6	12479
10	12480
10	12481
10	12482
8	12483
8	12484
10	12485
10	12486
10	12487
8	12488
10	12489
8	12490
8	12491
10	12492
10	12493
10	12494
8	12495
8	12496
2	12497
8	12498
10	12499
12	12500
10	12501
8	12502
10	12503
10	12504
8	12505
8	12506
10	12507
14	12508
10	12509
10	12510
6	12511
8	12512
10	12513
10	12514
6	12515
6	12516
4	12517
10	12518
10	12519
10	12520
10	12521
16	12522
6	12523
20	12524
10	12525
4	12526
10	12527
8	12528
10	12529
10	12530
6	12531
10	12532
4	12533
10	12534
8	12535
6	12536
10	12537
10	12538
8	12539
10	12540
6	12541
10	12542
8	12543
10	12544
10	12545
10	12546
6	12547
10	12548
10	12549
10	12550
6	12551
10	12552
20	12553
6	12554
6	12555
4	12556
6	12557
10	12558
10	12559
10	12560
8	12561
6	12562
6	12563
8	12564
8	12565
10	12566
8	12567
20	12568
10	12569
10	12570
10	12571
6	12572
10	12573
10	12574
6	12575
10	12576
8	12577
18	12578
6	12579
10	12580
8	12581
8	12582
8	12583
6	12584
6	12585
6	12586
2	12587
6	12588
20	12589
10	12590
12	12591
12	12592
14	12593
6	12594
10	12595
10	12596
10	12597
10	12598
10	12599
10	12600
10	12601
10	12602
10	12603
20	12604
10	12605
20	12606
10	12607
10	12608
10	12609
10	12610
10	12611
10	12612
6	12613
10	12614
8	12615
10	12616
6	12617
10	12618
6	12619
4	12620
8	12621
6	12622
10	12623
16	12624
10	12625
10	12626
10	12627
10	12628
10	12629
6	12630
8	12631
10	12632
8	12633
10	12634
6	12635
10	12636
10	12637
8	12638
10	12639
18	12640
8	12641
10	12642
6	12643
6	12644
10	12645
8	12646
10	12647
8	12648
10	12649
10	12650
8	12651
10	12652
6	12653
8	12654
10	12655
8	12656
10	12657
8	12658
10	12659
10	12660
10	12661
6	12662
8	12663
8	12664
10	12665
10	12666
10	12667
10	12668
10	12669
8	12670
10	12671
8	12672
18	12673
6	12674
8	12675
6	12676
10	12677
8	12678
10	12679
10	12680
10	12681
10	12682
14	12683
10	12684
10	12685
8	12686
6	12687
10	12688
10	12689
8	12690
10	12691
8	12692
8	12693
10	12694
10	12695
10	12696
10	12697
16	12698
10	12699
10	12700
8	12701
10	12702
10	12703
8	12704
4	12705
10	12706
6	12707
6	12708
8	12709
8	12710
10	12711
10	12712
4	12713
12	12714
10	12715
10	12716
20	12717
10	12718
10	12719
10	12720
6	12721
8	12722
10	12723
20	12724
8	12725
10	12726
10	12727
6	12728
6	12729
10	12730
10	12731
6	12732
10	12733
10	12734
10	12735
10	12736
10	12737
10	12738
8	12739
6	12740
14	12741
8	12742
10	12743
10	12744
10	12745
10	12746
10	12747
10	12748
10	12749
10	12750
6	12751
8	12752
8	12753
8	12754
4	12755
2	12756
8	12757
10	12758
6	12759
10	12760
10	12761
10	12762
8	12763
10	12764
10	12765
10	12766
10	12767
8	12768
10	12769
6	12770
10	12771
10	12772
10	12773
10	12774
6	12775
8	12776
6	12777
10	12778
10	12779
10	12780
10	12781
10	12782
10	12783
8	12784
10	12785
10	12786
6	12787
6	12788
6	12789
10	12790
6	12791
8	12792
8	12793
10	12794
8	12795
10	12796
10	12797
16	12798
10	12799
10	12800
8	12801
6	12802
6	12803
10	12804
8	12805
10	12806
20	12807
10	12808
10	12809
10	12810
8	12811
8	12812
8	12813
8	12814
6	12815
10	12816
8	12817
6	12818
10	12819
8	12820
10	12821
6	12822
10	12823
4	12824
10	12825
10	12826
10	12827
8	12828
20	12829
10	12830
10	12831
10	12832
12	12833
18	12834
10	12835
10	12836
8	12837
10	12838
10	12839
6	12840
10	12841
10	12842
6	12843
10	12844
8	12845
10	12846
8	12847
10	12848
8	12849
8	12850
10	12851
8	12852
6	12853
10	12854
10	12855
10	12856
10	12857
10	12858
6	12859
10	12860
10	12861
10	12862
6	12863
10	12864
10	12865
6	12866
10	12867
8	12868
4	12869
8	12870
6	12871
4	12872
10	12873
10	12874
10	12875
6	12876
6	12877
6	12878
8	12879
10	12880
8	12881
10	12882
8	12883
10	12884
10	12885
16	12886
8	12887
8	12888
8	12889
10	12890
8	12891
6	12892
10	12893
10	12894
8	12895
10	12896
10	12897
10	12898
8	12899
10	12900
8	12901
10	12902
8	12903
10	12904
10	12905
10	12906
6	12907
16	12908
10	12909
4	12910
10	12911
6	12912
10	12913
10	12914
10	12915
10	12916
6	12917
10	12918
12	12919
20	12920
6	12921
8	12922
6	12923
6	12924
8	12925
6	12926
10	12927
10	12928
10	12929
10	12930
10	12931
8	12932
10	12933
8	12934
8	12935
8	12936
16	12937
16	12938
6	12939
10	12940
10	12941
4	12942
8	12943
2	12944
10	12945
10	12946
2	12947
10	12948
10	12949
6	12950
10	12951
8	12952
4	12953
8	12954
4	12955
8	12956
4	12957
10	12958
8	12959
10	12960
10	12961
10	12962
2	12963
8	12964
10	12965
4	12966
6	12967
10	12968
8	12969
10	12970
10	12971
8	12972
10	12973
10	12974
10	12975
10	12976
4	12977
6	12978
6	12979
10	12980
10	12981
8	12982
10	12983
6	12984
6	12985
10	12986
8	12987
10	12988
6	12989
8	12990
10	12991
6	12992
10	12993
6	12994
10	12995
8	12996
10	12997
6	12998
8	12999
10	13000
6	13001
10	13002
10	13003
8	13004
10	13005
10	13006
8	13007
6	13008
10	13009
8	13010
8	13011
6	13012
10	13013
10	13014
8	13015
10	13016
4	13017
16	13018
8	13019
6	13020
10	13021
4	13022
8	13023
10	13024
20	13025
10	13026
10	13027
4	13028
10	13029
10	13030
10	13031
6	13032
14	13033
10	13034
10	13035
10	13036
6	13037
6	13038
10	13039
8	13040
10	13041
10	13042
8	13043
10	13044
6	13045
20	13046
8	13047
10	13048
10	13049
10	13050
10	13051
4	13052
10	13053
22	13054
8	13055
10	13056
20	13057
10	13058
10	13059
10	13060
6	13061
10	13062
10	13063
10	13064
10	13065
10	13066
10	13067
10	13068
10	13069
8	13070
8	13071
6	13072
10	13073
2	13074
10	13075
10	13076
10	13077
8	13078
18	13079
6	13080
6	13081
10	13082
4	13083
6	13084
2	13085
10	13086
20	13087
10	13088
6	13089
8	13090
10	13091
10	13092
8	13093
10	13094
10	13095
10	13096
10	13097
10	13098
8	13099
10	13100
10	13101
16	13102
10	13103
10	13104
10	13105
10	13106
10	13107
6	13108
16	13109
10	13110
8	13111
10	13112
10	13113
10	13114
16	13115
10	13116
10	13117
10	13118
10	13119
10	13120
10	13121
8	13122
6	13123
10	13124
10	13125
10	13126
8	13127
10	13128
10	13129
10	13130
6	13131
10	13132
28	13133
8	13134
10	13135
10	13136
10	13137
10	13138
10	13139
10	13140
12	13141
8	13142
8	13143
10	13144
10	13145
8	13146
10	13147
10	13148
10	13149
10	13150
10	13151
10	13152
10	13153
10	13154
10	13155
10	13156
10	13157
10	13158
8	13159
10	13160
10	13161
10	13162
10	13163
10	13164
10	13165
10	13166
10	13167
10	13168
8	13169
10	13170
10	13171
10	13172
10	13173
10	13174
8	13175
6	13176
10	13177
6	13178
8	13179
10	13180
6	13181
6	13182
8	13183
8	13184
8	13185
2	13186
10	13187
12	13188
10	13189
8	13190
10	13191
6	13192
4	13193
6	13194
8	13195
8	13196
10	13197
10	13198
8	13199
4	13200
10	13201
6	13202
8	13203
10	13204
10	13205
8	13206
6	13207
4	13208
10	13209
2	13210
10	13211
8	13212
10	13213
10	13214
10	13215
10	13216
8	13217
6	13218
10	13219
10	13220
10	13221
10	13222
10	13223
10	13224
10	13225
10	13226
10	13227
8	13228
8	13229
10	13230
10	13231
10	13232
10	13233
10	13234
10	13235
8	13236
8	13237
10	13238
6	13239
8	13240
2	13241
6	13242
10	13243
10	13244
8	13245
8	13246
10	13247
8	13248
6	13249
6	13250
10	13251
10	13252
8	13253
10	13254
6	13255
6	13256
10	13257
10	13258
10	13259
6	13260
6	13261
6	13262
10	13263
10	13264
8	13265
10	13266
8	13267
10	13268
10	13269
16	13270
10	13271
10	13272
10	13273
18	13274
18	13275
10	13276
8	13277
6	13278
10	13279
10	13280
6	13281
6	13282
10	13283
16	13284
6	13285
6	13286
10	13287
10	13288
4	13289
10	13290
4	13291
10	13292
8	13293
8	13294
10	13295
10	13296
10	13297
8	13298
8	13299
10	13300
6	13301
10	13302
10	13303
10	13304
6	13305
10	13306
6	13307
10	13308
10	13309
6	13310
10	13311
6	13312
4	13313
6	13314
6	13315
8	13316
6	13317
6	13318
8	13319
6	13320
10	13321
10	13322
10	13323
10	13324
10	13325
10	13326
10	13327
4	13328
2	13329
10	13330
10	13331
10	13332
10	13333
20	13334
10	13335
10	13336
6	13337
10	13338
6	13339
8	13340
10	13341
6	13342
6	13343
10	13344
10	13345
8	13346
10	13347
10	13348
10	13349
10	13350
10	13351
8	13352
10	13353
10	13354
10	13355
6	13356
10	13357
6	13358
10	13359
6	13360
6	13361
10	13362
10	13363
10	13364
10	13365
10	13366
8	13367
10	13368
10	13369
10	13370
10	13371
10	13372
10	13373
10	13374
14	13375
8	13376
10	13377
10	13378
10	13379
4	13380
10	13381
10	13382
8	13383
10	13384
10	13385
8	13386
10	13387
10	13388
10	13389
10	13390
10	13391
10	13392
6	13393
10	13394
10	13395
10	13396
6	13397
10	13398
10	13399
10	13400
10	13401
10	13402
10	13403
6	13404
10	13405
6	13406
8	13407
10	13408
6	13409
8	13410
10	13411
8	13412
10	13413
10	13414
8	13415
8	13416
8	13417
10	13418
8	13419
10	13420
10	13421
8	13422
6	13423
10	13424
10	13425
10	13426
10	13427
20	13428
6	13429
8	13430
8	13431
10	13432
6	13433
8	13434
10	13435
10	13436
10	13437
10	13438
8	13439
8	13440
10	13441
10	13442
10	13443
10	13444
10	13445
8	13446
10	13447
10	13448
10	13449
10	13450
10	13451
14	13452
10	13453
10	13454
8	13455
16	13456
10	13457
8	13458
10	13459
10	13460
4	13461
10	13462
8	13463
6	13464
10	13465
10	13466
10	13467
6	13468
4	13469
8	13470
6	13471
10	13472
10	13473
10	13474
10	13475
10	13476
18	13477
10	13478
10	13479
6	13480
10	13481
10	13482
10	13483
10	13484
10	13485
8	13486
10	13487
10	13488
10	13489
10	13490
10	13491
10	13492
10	13493
10	13494
10	13495
6	13496
6	13497
10	13498
8	13499
6	13500
4	13501
6	13502
14	13503
8	13504
6	13505
10	13506
18	13507
6	13508
8	13509
8	13510
10	13511
2	13512
10	13513
10	13514
8	13515
10	13516
16	13517
10	13518
10	13519
20	13520
6	13521
10	13522
10	13523
10	13524
10	13525
6	13526
10	13527
20	13528
8	13529
10	13530
6	13531
10	13532
10	13533
10	13534
8	13535
8	13536
6	13537
10	13538
10	13539
10	13540
10	13541
6	13542
10	13543
8	13544
10	13545
8	13546
10	13547
10	13548
14	13549
8	13550
6	13551
8	13552
10	13553
10	13554
8	13555
10	13556
10	13557
6	13558
10	13559
8	13560
6	13561
10	13562
10	13563
10	13564
8	13565
10	13566
10	13567
8	13568
8	13569
10	13570
10	13571
10	13572
10	13573
10	13574
10	13575
10	13576
10	13577
10	13578
8	13579
6	13580
10	13581
10	13582
10	13583
10	13584
4	13585
10	13586
10	13587
10	13588
10	13589
8	13590
10	13591
10	13592
10	13593
10	13594
10	13595
8	13596
6	13597
6	13598
10	13599
10	13600
4	13601
10	13602
36	13603
8	13604
10	13605
10	13606
8	13607
6	13608
10	13609
10	13610
10	13611
8	13612
10	13613
8	13614
6	13615
10	13616
6	13617
10	13618
8	13619
10	13620
8	13621
10	13622
10	13623
10	13624
10	13625
10	13626
20	13627
16	13628
10	13629
8	13630
10	13631
10	13632
8	13633
10	13634
6	13635
10	13636
10	13637
10	13638
6	13639
10	13640
8	13641
10	13642
10	13643
8	13644
10	13645
10	13646
8	13647
8	13648
6	13649
10	13650
6	13651
8	13652
10	13653
10	13654
2	13655
2	13656
10	13657
6	13658
4	13659
8	13660
2	13661
10	13662
18	13663
10	13664
10	13665
10	13666
10	13667
10	13668
10	13669
8	13670
6	13671
6	13672
6	13673
10	13674
10	13675
10	13676
10	13677
10	13678
10	13679
12	13680
14	13681
10	13682
20	13683
10	13684
10	13685
6	13686
10	13687
6	13688
6	13689
10	13690
10	13691
10	13692
8	13693
10	13694
10	13695
10	13696
10	13697
10	13698
10	13699
8	13700
6	13701
10	13702
10	13703
10	13704
8	13705
10	13706
10	13707
8	13708
10	13709
20	13710
10	13711
10	13712
10	13713
10	13714
10	13715
8	13716
8	13717
4	13718
8	13719
8	13720
8	13721
10	13722
6	13723
10	13724
10	13725
8	13726
10	13727
10	13728
10	13729
10	13730
10	13731
8	13732
10	13733
14	13734
18	13735
8	13736
10	13737
10	13738
6	13739
8	13740
6	13741
10	13742
10	13743
10	13744
10	13745
10	13746
10	13747
4	13748
10	13749
10	13750
20	13751
8	13752
10	13753
10	13754
6	13755
10	13756
4	13757
10	13758
10	13759
8	13760
10	13761
10	13762
10	13763
10	13764
10	13765
10	13766
10	13767
10	13768
10	13769
6	13770
6	13771
8	13772
10	13773
10	13774
10	13775
6	13776
8	13777
10	13778
10	13779
10	13780
10	13781
8	13782
4	13783
8	13784
20	13785
10	13786
6	13787
6	13788
10	13789
10	13790
10	13791
10	13792
10	13793
14	13794
10	13795
10	13796
10	13797
10	13798
10	13799
6	13800
6	13801
10	13802
4	13803
10	13804
6	13805
10	13806
8	13807
8	13808
8	13809
8	13810
10	13811
4	13812
6	13813
6	13814
10	13815
10	13816
10	13817
10	13818
10	13819
8	13820
10	13821
8	13822
10	13823
6	13824
10	13825
10	13826
10	13827
10	13828
6	13829
10	13830
8	13831
2	13832
8	13833
10	13834
6	13835
10	13836
10	13837
10	13838
8	13839
8	13840
8	13841
10	13842
8	13843
10	13844
8	13845
10	13846
10	13847
20	13848
10	13849
8	13850
10	13851
4	13852
6	13853
10	13854
10	13855
10	13856
8	13857
2	13858
14	13859
6	13860
6	13861
10	13862
10	13863
10	13864
8	13865
10	13866
10	13867
10	13868
10	13869
10	13870
18	13871
10	13872
10	13873
8	13874
10	13875
8	13876
8	13877
6	13878
8	13879
18	13880
18	13881
20	13882
8	13883
4	13884
16	13885
4	13886
14	13887
10	13888
12	13889
10	13890
10	13891
14	13892
2	13893
12	13894
10	13895
8	13896
10	13897
8	13898
12	13899
10	13900
10	13901
6	13902
20	13903
10	13904
10	13905
4	13906
6	13907
10	13908
6	13909
8	13910
6	13911
8	13912
8	13913
10	13914
10	13915
10	13916
2	13917
6	13918
16	13919
10	13920
10	13921
10	13922
8	13923
8	13924
8	13925
4	13926
2	13927
6	13928
6	13929
4	13930
6	13931
2	13932
8	13933
10	13934
4	13935
18	13936
6	13937
10	13938
10	13939
10	13940
10	13941
8	13942
10	13943
10	13944
10	13945
10	13946
10	13947
10	13948
8	13949
10	13950
10	13951
8	13952
8	13953
8	13954
6	13955
20	13956
8	13957
10	13958
8	13959
10	13960
10	13961
10	13962
10	13963
6	13964
10	13965
6	13966
2	13967
6	13968
10	13969
8	13970
8	13971
10	13972
8	13973
10	13974
10	13975
8	13976
10	13977
8	13978
4	13979
6	13980
10	13981
8	13982
10	13983
10	13984
6	13985
8	13986
8	13987
6	13988
8	13989
10	13990
10	13991
6	13992
10	13993
10	13994
10	13995
10	13996
10	13997
8	13998
8	13999
10	14000
10	14001
8	14002
6	14003
10	14004
10	14005
10	14006
6	14007
10	14008
10	14009
16	14010
18	14011
20	14012
20	14013
20	14014
20	14015
20	14016
14	14017
8	14018
8	14019
10	14020
10	14021
10	14022
8	14023
4	14024
10	14025
10	14026
10	14027
8	14028
4	14029
10	14030
10	14031
10	14032
10	14033
8	14034
10	14035
10	14036
10	14037
10	14038
8	14039
10	14040
10	14041
10	14042
6	14043
4	14044
10	14045
20	14046
10	14047
10	14048
8	14049
6	14050
10	14051
6	14052
10	14053
10	14054
10	14055
4	14056
8	14057
10	14058
6	14059
8	14060
10	14061
8	14062
8	14063
8	14064
6	14065
8	14066
10	14067
10	14068
10	14069
8	14070
10	14071
10	14072
8	14073
10	14074
10	14075
6	14076
10	14077
10	14078
10	14079
6	14080
20	14081
10	14082
10	14083
10	14084
10	14085
6	14086
8	14087
6	14088
10	14089
10	14090
8	14091
10	14092
10	14093
6	14094
10	14095
4	14096
6	14097
10	14098
10	14099
8	14100
10	14101
10	14102
10	14103
10	14104
10	14105
6	14106
6	14107
10	14108
10	14109
20	14110
10	14111
10	14112
10	14113
12	14114
10	14115
10	14116
10	14117
8	14118
10	14119
8	14120
10	14121
8	14122
10	14123
6	14124
10	14125
10	14126
10	14127
10	14128
10	14129
8	14130
8	14131
10	14132
8	14133
8	14134
10	14135
20	14136
10	14137
10	14138
10	14139
10	14140
10	14141
2	14142
8	14143
6	14144
14	14145
10	14146
10	14147
8	14148
6	14149
10	14150
10	14151
10	14152
8	14153
4	14154
6	14155
8	14156
6	14157
6	14158
6	14159
10	14160
10	14161
10	14162
10	14163
10	14164
10	14165
10	14166
10	14167
10	14168
10	14169
6	14170
10	14171
10	14172
10	14173
10	14174
8	14175
4	14176
8	14177
10	14178
10	14179
10	14180
10	14181
10	14182
6	14183
10	14184
8	14185
8	14186
2	14187
10	14188
10	14189
10	14190
10	14191
6	14192
10	14193
